session_id,session_date,city,station_id,operator,charger_type,energy_kwh,duration_min,revenue
9320,2024-06-05,Delhi,DEL-01,ChargeGrid,Fast,6.14,52.2,135.08
9321,2024-06-05,Delhi,DEL-01,VoltNow,Fast,32.66,92.1,718.52
9322,2024-06-05,Delhi,DEL-02,VoltNow,Fast,31.08,74.5,683.76
9323,2024-06-05,Delhi,DEL-02,ChargeGrid,Fast,7.1,41.1,156.2
9324,2024-06-05,Delhi,DEL-02,ChargeGrid,Fast,7.87,76.7,173.14
9325,2024-06-05,Delhi,DEL-02,VoltNow,Fast,22.83,111.2,502.26
9326,2024-06-05,Mumbai,MUM-01,ChargeGrid,Standard,7.89,24.3,94.68
9327,2024-06-05,Mumbai,MUM-01,ChargeGrid,Standard,20.55,56.6,246.6
9328,2024-06-05,Mumbai,MUM-01,ChargeGrid,Fast,24.98,82.0,549.56
9329,2024-06-05,Mumbai,MUM-01,VoltNow,Fast,28.06,98.7,617.32
9330,2024-06-05,Mumbai,MUM-01,VoltNow,Standard,28.85,119.7,346.2
9331,2024-06-05,Mumbai,MUM-02,ChargeGrid,Fast,26.56,117.6,584.32
9332,2024-06-05,Mumbai,MUM-02,ChargeGrid,Standard,18.11,55.4,217.32
9333,2024-06-05,Mumbai,MUM-02,VoltNow,Fast,25.23,22.0,555.06
9334,2024-06-05,Mumbai,MUM-02,ChargeGrid,Fast,25.56,86.4,562.32
9335,2024-06-05,Mumbai,MUM-02,ChargeGrid,Fast,19.1,31.9,420.2
9336,2024-06-05,Mumbai,MUM-02,VoltNow,Fast,12.34,81.5,271.48
9337,2024-06-05,Mumbai,MUM-02,VoltNow,Fast,18.24,65.5,401.28
9338,2024-06-05,Mumbai,MUM-03,ChargeGrid,Fast,34.63,33.3,761.86
9339,2024-06-05,Mumbai,MUM-03,ChargeGrid,Standard,27.34,21.0,328.08
9340,2024-06-05,Mumbai,MUM-03,ChargeGrid,Fast,11.65,27.1,256.3
9341,2024-06-05,Mumbai,MUM-03,VoltNow,Fast,30.5,98.8,671.0
9342,2024-06-05,Mumbai,MUM-03,ChargeGrid,Fast,26.17,46.2,575.74
9343,2024-06-05,Mumbai,MUM-03,VoltNow,Standard,29.34,103.9,352.08
9344,2024-06-05,Mumbai,MUM-03,ChargeGrid,Fast,11.34,34.0,249.48
9345,2024-06-05,Mumbai,MUM-03,ChargeGrid,Standard,14.07,67.6,168.84
9346,2024-06-05,Hyderabad,HYD-01,ChargeGrid,Standard,34.76,69.0,417.12
9347,2024-06-05,Hyderabad,HYD-01,VoltNow,Fast,34.74,72.6,764.28
9348,2024-06-05,Hyderabad,HYD-01,ChargeGrid,Fast,20.27,66.8,445.94
9349,2024-06-05,Hyderabad,HYD-01,VoltNow,Fast,15.6,84.2,343.2
9350,2024-06-05,Hyderabad,HYD-02,ChargeGrid,Fast,20.45,22.0,449.9
9351,2024-06-05,Hyderabad,HYD-02,VoltNow,Standard,28.0,35.4,336.0
9352,2024-06-05,Hyderabad,HYD-02,ChargeGrid,Fast,22.26,108.3,489.72
9353,2024-06-05,Hyderabad,HYD-02,VoltNow,Standard,27.13,54.7,325.56
9354,2024-06-06,Bengaluru,BLR-01,VoltNow,Fast,11.98,118.9,263.56
9355,2024-06-06,Bengaluru,BLR-01,VoltNow,Standard,34.24,35.2,410.88
9356,2024-06-06,Bengaluru,BLR-01,ChargeGrid,Fast,16.24,53.8,357.28
9357,2024-06-06,Bengaluru,BLR-01,VoltNow,Fast,7.32,98.2,161.04
9358,2024-06-06,Bengaluru,BLR-01,VoltNow,Fast,19.54,44.2,429.88
9359,2024-06-06,Bengaluru,BLR-01,ChargeGrid,Fast,18.85,28.1,414.7
9360,2024-06-06,Bengaluru,BLR-01,VoltNow,Fast,28.01,111.5,616.22
9361,2024-06-06,Bengaluru,BLR-01,ChargeGrid,Fast,32.22,38.5,708.84
9362,2024-06-06,Bengaluru,BLR-02,VoltNow,Standard,10.41,99.3,124.92
9363,2024-06-06,Bengaluru,BLR-02,ChargeGrid,Standard,8.99,118.1,107.88
9364,2024-06-06,Bengaluru,BLR-02,VoltNow,Fast,22.85,23.7,502.7
9365,2024-06-06,Bengaluru,BLR-02,ChargeGrid,Fast,24.31,93.0,534.82
9366,2024-06-06,Bengaluru,BLR-02,VoltNow,Fast,28.23,66.7,621.06
9367,2024-06-06,Bengaluru,BLR-02,VoltNow,Fast,27.44,107.4,603.68
9368,2024-06-06,Bengaluru,BLR-02,VoltNow,Fast,22.7,79.6,499.4
9369,2024-06-06,Bengaluru,BLR-02,ChargeGrid,Fast,30.39,100.7,668.58
9370,2024-06-06,Bengaluru,BLR-02,ChargeGrid,Standard,11.07,57.7,132.84
9371,2024-06-06,Bengaluru,BLR-03,ChargeGrid,Fast,11.6,48.9,255.2
9372,2024-06-06,Bengaluru,BLR-03,VoltNow,Standard,7.84,106.0,94.08
9373,2024-06-06,Bengaluru,BLR-03,ChargeGrid,Fast,9.76,92.4,214.72
9374,2024-06-06,Delhi,DEL-01,VoltNow,Fast,23.81,84.5,523.82
9375,2024-06-06,Delhi,DEL-01,VoltNow,Fast,18.78,111.0,413.16
9376,2024-06-06,Delhi,DEL-01,VoltNow,Fast,31.46,38.4,692.12
9377,2024-06-06,Delhi,DEL-01,VoltNow,Fast,7.54,84.0,165.88
9378,2024-06-06,Delhi,DEL-01,VoltNow,Standard,21.44,32.1,257.28
9379,2024-06-06,Delhi,DEL-01,VoltNow,Fast,22.25,80.9,489.5
9380,2024-06-06,Delhi,DEL-01,ChargeGrid,Fast,9.95,36.2,218.9
9381,2024-06-06,Delhi,DEL-01,ChargeGrid,Standard,14.14,23.7,169.68
9382,2024-06-06,Delhi,DEL-01,VoltNow,Fast,24.09,96.8,529.98
9383,2024-06-06,Delhi,DEL-02,ChargeGrid,Standard,30.05,27.1,360.6
9384,2024-06-06,Delhi,DEL-02,VoltNow,Standard,24.96,36.4,299.52
9385,2024-06-06,Delhi,DEL-02,ChargeGrid,Fast,14.54,67.6,319.88
9386,2024-06-06,Delhi,DEL-02,ChargeGrid,Fast,27.95,115.5,614.9
9387,2024-06-06,Delhi,DEL-02,ChargeGrid,Fast,29.43,108.3,647.46
9388,2024-06-06,Delhi,DEL-02,ChargeGrid,Fast,16.86,108.6,370.92
9389,2024-06-06,Delhi,DEL-02,ChargeGrid,Fast,10.34,100.1,227.48
9390,2024-06-06,Delhi,DEL-02,ChargeGrid,Fast,32.38,50.5,712.36
9391,2024-06-06,Delhi,DEL-02,ChargeGrid,Standard,27.42,83.9,329.04
9392,2024-06-06,Mumbai,MUM-01,ChargeGrid,Fast,21.02,40.0,462.44
9393,2024-06-06,Mumbai,MUM-01,VoltNow,Fast,22.53,35.2,495.66
9394,2024-06-06,Mumbai,MUM-01,VoltNow,Fast,25.8,48.6,567.6
9395,2024-06-06,Mumbai,MUM-01,ChargeGrid,Standard,19.66,59.4,235.92
9396,2024-06-06,Mumbai,MUM-01,VoltNow,Fast,23.17,62.9,509.74
9397,2024-06-06,Mumbai,MUM-02,ChargeGrid,Standard,15.09,41.9,181.08
9398,2024-06-06,Mumbai,MUM-02,ChargeGrid,Fast,28.21,101.1,620.62
9399,2024-06-06,Mumbai,MUM-02,ChargeGrid,Standard,31.48,67.3,377.76
9400,2024-06-06,Mumbai,MUM-02,VoltNow,Standard,8.58,37.0,102.96
9401,2024-06-06,Mumbai,MUM-02,ChargeGrid,Fast,25.19,63.2,554.18
9402,2024-06-06,Mumbai,MUM-02,ChargeGrid,Fast,29.65,108.1,652.3
9403,2024-06-06,Mumbai,MUM-02,VoltNow,Fast,31.69,110.8,697.18
9404,2024-06-06,Mumbai,MUM-02,ChargeGrid,Standard,29.93,20.8,359.16
9405,2024-06-06,Mumbai,MUM-03,VoltNow,Standard,18.05,76.0,216.6
9406,2024-06-06,Mumbai,MUM-03,ChargeGrid,Fast,31.15,100.7,685.3
9407,2024-06-06,Mumbai,MUM-03,VoltNow,Fast,29.62,24.1,651.64
9408,2024-06-06,Hyderabad,HYD-01,VoltNow,Fast,31.9,50.2,701.8
9409,2024-06-06,Hyderabad,HYD-01,ChargeGrid,Standard,28.96,92.7,347.52
9410,2024-06-06,Hyderabad,HYD-01,ChargeGrid,Standard,20.78,81.5,249.36
9411,2024-06-06,Hyderabad,HYD-01,ChargeGrid,Fast,10.78,57.9,237.16
9412,2024-06-06,Hyderabad,HYD-02,ChargeGrid,Standard,15.31,33.3,183.72
9413,2024-06-06,Hyderabad,HYD-02,ChargeGrid,Fast,31.47,72.4,692.34
9414,2024-06-06,Hyderabad,HYD-02,VoltNow,Standard,30.91,28.4,370.92
9415,2024-06-06,Hyderabad,HYD-02,VoltNow,Fast,30.63,80.3,673.86
9416,2024-06-06,Hyderabad,HYD-02,ChargeGrid,Standard,29.28,31.2,351.36
9417,2024-06-06,Hyderabad,HYD-02,VoltNow,Fast,27.1,109.8,596.2
9418,2024-06-06,Hyderabad,HYD-02,VoltNow,Fast,19.41,66.6,427.02
9419,2024-06-07,Bengaluru,BLR-01,VoltNow,Fast,32.37,96.0,712.14
9420,2024-06-07,Bengaluru,BLR-01,ChargeGrid,Fast,28.98,21.1,637.56
9421,2024-06-07,Bengaluru,BLR-01,ChargeGrid,Standard,29.83,36.2,357.96
9422,2024-06-07,Bengaluru,BLR-01,VoltNow,Fast,12.07,21.6,265.54
9423,2024-06-07,Bengaluru,BLR-01,VoltNow,Fast,12.38,103.1,272.36
9424,2024-06-07,Bengaluru,BLR-01,ChargeGrid,Fast,18.94,31.1,416.68
9425,2024-06-07,Bengaluru,BLR-01,VoltNow,Fast,16.4,102.2,360.8
9426,2024-06-07,Bengaluru,BLR-01,ChargeGrid,Fast,6.6,46.9,145.2
9427,2024-06-07,Bengaluru,BLR-02,ChargeGrid,Fast,33.13,47.4,728.86
9428,2024-06-07,Bengaluru,BLR-02,VoltNow,Fast,10.19,68.9,224.18
9429,2024-06-07,Bengaluru,BLR-02,ChargeGrid,Standard,33.6,102.4,403.2
9430,2024-06-07,Bengaluru,BLR-03,ChargeGrid,Fast,11.84,108.6,260.48
9431,2024-06-07,Bengaluru,BLR-03,ChargeGrid,Standard,7.21,93.6,86.52
9432,2024-06-07,Bengaluru,BLR-03,ChargeGrid,Fast,20.21,66.8,444.62
9433,2024-06-07,Delhi,DEL-01,ChargeGrid,Fast,15.78,29.7,347.16
9434,2024-06-07,Delhi,DEL-01,ChargeGrid,Fast,7.15,86.5,157.3
9435,2024-06-07,Delhi,DEL-01,VoltNow,Fast,9.7,100.6,213.4
9436,2024-06-07,Delhi,DEL-01,VoltNow,Standard,17.9,71.7,214.8
9437,2024-06-07,Delhi,DEL-01,VoltNow,Fast,32.9,52.3,723.8
9438,2024-06-07,Delhi,DEL-02,VoltNow,Fast,26.93,45.8,592.46
9439,2024-06-07,Delhi,DEL-02,ChargeGrid,Standard,20.61,52.6,247.32
9440,2024-06-07,Delhi,DEL-02,VoltNow,Standard,21.99,96.8,263.88
9441,2024-06-07,Delhi,DEL-02,ChargeGrid,Fast,13.98,54.3,307.56
9442,2024-06-07,Mumbai,MUM-01,ChargeGrid,Fast,14.23,92.4,313.06
9443,2024-06-07,Mumbai,MUM-01,VoltNow,Fast,13.59,93.9,298.98
9444,2024-06-07,Mumbai,MUM-01,VoltNow,Fast,30.81,104.3,677.82
9445,2024-06-07,Mumbai,MUM-01,ChargeGrid,Fast,29.98,92.4,659.56
9446,2024-06-07,Mumbai,MUM-01,ChargeGrid,Fast,16.34,102.8,359.48
9447,2024-06-07,Mumbai,MUM-02,ChargeGrid,Fast,7.4,78.8,162.8
9448,2024-06-07,Mumbai,MUM-02,VoltNow,Fast,30.02,93.9,660.44
9449,2024-06-07,Mumbai,MUM-02,ChargeGrid,Fast,16.06,96.7,353.32
9450,2024-06-07,Mumbai,MUM-02,VoltNow,Fast,28.8,99.9,633.6
9451,2024-06-07,Mumbai,MUM-02,VoltNow,Standard,30.84,35.3,370.08
9452,2024-06-07,Mumbai,MUM-02,ChargeGrid,Fast,32.48,43.8,714.56
9453,2024-06-07,Mumbai,MUM-02,VoltNow,Fast,9.1,35.2,200.2
9454,2024-06-07,Mumbai,MUM-02,ChargeGrid,Fast,31.65,55.5,696.3
9455,2024-06-07,Mumbai,MUM-02,VoltNow,Fast,28.22,36.6,620.84
9456,2024-06-07,Mumbai,MUM-03,VoltNow,Standard,12.99,50.9,155.88
9457,2024-06-07,Mumbai,MUM-03,ChargeGrid,Standard,30.37,44.1,364.44
9458,2024-06-07,Mumbai,MUM-03,VoltNow,Fast,29.84,72.4,656.48
9459,2024-06-07,Mumbai,MUM-03,ChargeGrid,Standard,13.03,44.9,156.36
9460,2024-06-07,Mumbai,MUM-03,ChargeGrid,Standard,25.94,106.7,311.28
9461,2024-06-07,Mumbai,MUM-03,ChargeGrid,Fast,28.77,35.4,632.94
9462,2024-06-07,Mumbai,MUM-03,VoltNow,Fast,19.38,71.0,426.36
9463,2024-06-07,Mumbai,MUM-03,VoltNow,Fast,33.07,37.1,727.54
9464,2024-06-07,Mumbai,MUM-03,VoltNow,Fast,28.14,99.3,619.08
9465,2024-06-07,Hyderabad,HYD-01,ChargeGrid,Standard,22.87,65.1,274.44
9466,2024-06-07,Hyderabad,HYD-01,VoltNow,Standard,6.51,46.0,78.12
9467,2024-06-07,Hyderabad,HYD-01,VoltNow,Standard,21.78,96.9,261.36
9468,2024-06-07,Hyderabad,HYD-01,VoltNow,Fast,30.55,75.1,672.1
9469,2024-06-07,Hyderabad,HYD-01,VoltNow,Standard,8.25,106.2,99.0
9470,2024-06-07,Hyderabad,HYD-01,ChargeGrid,Fast,31.57,25.2,694.54
9471,2024-06-07,Hyderabad,HYD-01,VoltNow,Fast,14.77,89.3,324.94
9472,2024-06-07,Hyderabad,HYD-01,ChargeGrid,Standard,33.22,69.0,398.64
9473,2024-06-07,Hyderabad,HYD-01,VoltNow,Fast,33.9,92.1,745.8
9474,2024-06-07,Hyderabad,HYD-02,ChargeGrid,Fast,28.84,103.0,634.48
9475,2024-06-07,Hyderabad,HYD-02,VoltNow,Standard,11.46,98.2,137.52
9476,2024-06-07,Hyderabad,HYD-02,ChargeGrid,Fast,6.28,71.7,138.16
9477,2024-06-07,Hyderabad,HYD-02,ChargeGrid,Fast,10.99,93.8,241.78
9478,2024-06-07,Hyderabad,HYD-02,ChargeGrid,Standard,26.92,103.2,323.04
9479,2024-06-08,Bengaluru,BLR-01,VoltNow,Standard,10.43,56.7,125.16
9480,2024-06-08,Bengaluru,BLR-01,ChargeGrid,Fast,8.39,98.8,184.58
9481,2024-06-08,Bengaluru,BLR-01,VoltNow,Standard,34.84,109.3,418.08
9482,2024-06-08,Bengaluru,BLR-01,ChargeGrid,Fast,21.42,107.3,471.24
9483,2024-06-08,Bengaluru,BLR-01,ChargeGrid,Standard,23.12,69.1,277.44
9484,2024-06-08,Bengaluru,BLR-01,VoltNow,Standard,14.59,96.6,175.08
9485,2024-06-08,Bengaluru,BLR-01,ChargeGrid,Fast,23.78,110.7,523.16
9486,2024-06-08,Bengaluru,BLR-01,VoltNow,Fast,16.62,98.5,365.64
9487,2024-06-08,Bengaluru,BLR-01,VoltNow,Standard,10.38,117.2,124.56
9488,2024-06-08,Bengaluru,BLR-02,VoltNow,Fast,23.93,113.4,526.46
9489,2024-06-08,Bengaluru,BLR-02,VoltNow,Standard,14.22,42.6,170.64
9490,2024-06-08,Bengaluru,BLR-02,ChargeGrid,Standard,12.13,88.6,145.56
9491,2024-06-08,Bengaluru,BLR-02,ChargeGrid,Fast,16.81,70.3,369.82
9492,2024-06-08,Bengaluru,BLR-02,ChargeGrid,Fast,24.86,98.5,546.92
9493,2024-06-08,Bengaluru,BLR-02,ChargeGrid,Fast,22.92,98.6,504.24
9494,2024-06-08,Bengaluru,BLR-03,ChargeGrid,Standard,19.08,63.6,228.96
9495,2024-06-08,Bengaluru,BLR-03,ChargeGrid,Fast,19.58,107.6,430.76
9496,2024-06-08,Bengaluru,BLR-03,VoltNow,Fast,34.48,96.3,758.56
9497,2024-06-08,Bengaluru,BLR-03,ChargeGrid,Fast,29.5,77.3,649.0
9498,2024-06-08,Bengaluru,BLR-03,ChargeGrid,Fast,13.91,30.2,306.02
9499,2024-06-08,Bengaluru,BLR-03,ChargeGrid,Standard,6.75,69.9,81.0
9500,2024-06-08,Delhi,DEL-01,ChargeGrid,Fast,12.77,57.5,280.94
9501,2024-06-08,Delhi,DEL-01,ChargeGrid,Standard,14.07,113.5,168.84
9502,2024-06-08,Delhi,DEL-01,VoltNow,Standard,21.05,86.6,252.6
9503,2024-06-08,Delhi,DEL-01,ChargeGrid,Standard,32.45,70.7,389.4
9504,2024-06-08,Delhi,DEL-01,ChargeGrid,Fast,10.47,67.9,230.34
9505,2024-06-08,Delhi,DEL-01,VoltNow,Fast,9.92,48.2,218.24
9506,2024-06-08,Delhi,DEL-01,ChargeGrid,Fast,25.77,65.6,566.94
9507,2024-06-08,Delhi,DEL-01,ChargeGrid,Fast,14.74,21.8,324.28
9508,2024-06-08,Delhi,DEL-02,VoltNow,Standard,10.15,62.0,121.8
9509,2024-06-08,Delhi,DEL-02,VoltNow,Fast,8.23,51.1,181.06
9510,2024-06-08,Delhi,DEL-02,ChargeGrid,Fast,25.65,48.0,564.3
9511,2024-06-08,Delhi,DEL-02,VoltNow,Fast,8.28,65.4,182.16
9512,2024-06-08,Delhi,DEL-02,VoltNow,Fast,16.91,23.7,372.02
9513,2024-06-08,Delhi,DEL-02,VoltNow,Standard,8.43,81.4,101.16
9514,2024-06-08,Mumbai,MUM-01,ChargeGrid,Fast,18.42,48.1,405.24
9515,2024-06-08,Mumbai,MUM-01,ChargeGrid,Standard,34.26,34.5,411.12
9516,2024-06-08,Mumbai,MUM-01,VoltNow,Fast,16.19,45.7,356.18
9517,2024-06-08,Mumbai,MUM-01,ChargeGrid,Fast,26.08,39.4,573.76
9518,2024-06-08,Mumbai,MUM-02,VoltNow,Standard,13.6,47.5,163.2
9519,2024-06-08,Mumbai,MUM-02,VoltNow,Standard,8.55,25.9,102.6
9520,2024-06-08,Mumbai,MUM-02,VoltNow,Fast,7.45,100.2,163.9
9521,2024-06-08,Mumbai,MUM-02,ChargeGrid,Standard,22.8,75.7,273.6
9522,2024-06-08,Mumbai,MUM-02,VoltNow,Fast,32.79,85.5,721.38
9523,2024-06-08,Mumbai,MUM-02,VoltNow,Fast,33.87,51.0,745.14
9524,2024-06-08,Mumbai,MUM-02,VoltNow,Fast,26.03,24.6,572.66
9525,2024-06-08,Mumbai,MUM-03,VoltNow,Standard,29.66,29.2,355.92
9526,2024-06-08,Mumbai,MUM-03,VoltNow,Standard,20.0,73.5,240.0
9527,2024-06-08,Mumbai,MUM-03,VoltNow,Standard,30.73,58.5,368.76
9528,2024-06-08,Mumbai,MUM-03,VoltNow,Fast,23.09,50.0,507.98
9529,2024-06-08,Mumbai,MUM-03,VoltNow,Standard,7.89,104.6,94.68
9530,2024-06-08,Mumbai,MUM-03,VoltNow,Standard,28.07,91.0,336.84
9531,2024-06-08,Mumbai,MUM-03,ChargeGrid,Standard,20.05,60.7,240.6
9532,2024-06-08,Mumbai,MUM-03,ChargeGrid,Standard,30.45,100.8,365.4
9533,2024-06-08,Hyderabad,HYD-01,ChargeGrid,Standard,28.51,100.2,342.12
9534,2024-06-08,Hyderabad,HYD-01,VoltNow,Fast,31.46,73.3,692.12
9535,2024-06-08,Hyderabad,HYD-01,ChargeGrid,Fast,9.84,29.6,216.48
9536,2024-06-08,Hyderabad,HYD-01,VoltNow,Fast,8.85,55.0,194.7
9537,2024-06-08,Hyderabad,HYD-01,VoltNow,Fast,31.07,79.2,683.54
9538,2024-06-08,Hyderabad,HYD-02,VoltNow,Fast,6.55,77.0,144.1
9539,2024-06-08,Hyderabad,HYD-02,ChargeGrid,Standard,10.3,118.9,123.6
9540,2024-06-08,Hyderabad,HYD-02,ChargeGrid,Standard,10.51,85.9,126.12
9541,2024-06-08,Hyderabad,HYD-02,ChargeGrid,Fast,33.48,40.9,736.56
9542,2024-06-08,Hyderabad,HYD-02,ChargeGrid,Standard,9.89,118.4,118.68
9543,2024-06-09,Bengaluru,BLR-01,VoltNow,Standard,28.13,50.9,337.56
9544,2024-06-09,Bengaluru,BLR-01,ChargeGrid,Fast,8.5,98.2,187.0
9545,2024-06-09,Bengaluru,BLR-01,ChargeGrid,Fast,31.4,67.4,690.8
9546,2024-06-09,Bengaluru,BLR-01,ChargeGrid,Fast,8.41,62.0,185.02
9547,2024-06-09,Bengaluru,BLR-01,ChargeGrid,Fast,30.27,88.0,665.94
9548,2024-06-09,Bengaluru,BLR-02,ChargeGrid,Fast,6.51,78.8,143.22
9549,2024-06-09,Bengaluru,BLR-02,ChargeGrid,Fast,16.01,85.5,352.22
9550,2024-06-09,Bengaluru,BLR-02,VoltNow,Fast,25.82,43.1,568.04
9551,2024-06-09,Bengaluru,BLR-02,VoltNow,Fast,26.3,95.2,578.6
9552,2024-06-09,Bengaluru,BLR-03,ChargeGrid,Fast,23.95,23.6,526.9
9553,2024-06-09,Bengaluru,BLR-03,VoltNow,Fast,29.2,50.1,642.4
9554,2024-06-09,Bengaluru,BLR-03,VoltNow,Standard,32.49,70.6,389.88
9555,2024-06-09,Bengaluru,BLR-03,VoltNow,Standard,33.22,74.1,398.64
9556,2024-06-09,Bengaluru,BLR-03,VoltNow,Standard,14.35,114.9,172.2
9557,2024-06-09,Delhi,DEL-01,VoltNow,Fast,10.51,31.4,231.22
9558,2024-06-09,Delhi,DEL-01,VoltNow,Fast,25.23,60.3,555.06
9559,2024-06-09,Delhi,DEL-01,ChargeGrid,Fast,7.99,117.1,175.78
9560,2024-06-09,Delhi,DEL-01,VoltNow,Fast,16.19,90.5,356.18
9561,2024-06-09,Delhi,DEL-01,VoltNow,Standard,27.1,80.7,325.2
9562,2024-06-09,Delhi,DEL-01,VoltNow,Fast,6.0,85.6,132.0
9563,2024-06-09,Delhi,DEL-01,ChargeGrid,Fast,14.97,41.0,329.34
9564,2024-06-09,Delhi,DEL-02,VoltNow,Fast,25.99,90.0,571.78
9565,2024-06-09,Delhi,DEL-02,ChargeGrid,Standard,25.82,42.7,309.84
9566,2024-06-09,Delhi,DEL-02,VoltNow,Standard,28.37,36.6,340.44
9567,2024-06-09,Delhi,DEL-02,ChargeGrid,Standard,34.85,36.3,418.2
9568,2024-06-09,Delhi,DEL-02,ChargeGrid,Fast,11.69,61.6,257.18
9569,2024-06-09,Mumbai,MUM-01,VoltNow,Fast,22.77,112.3,500.94
9570,2024-06-09,Mumbai,MUM-01,ChargeGrid,Fast,27.37,23.4,602.14
9571,2024-06-09,Mumbai,MUM-01,ChargeGrid,Standard,29.45,114.1,353.4
9572,2024-06-09,Mumbai,MUM-01,VoltNow,Standard,34.01,114.1,408.12
9573,2024-06-09,Mumbai,MUM-02,VoltNow,Fast,10.96,73.4,241.12
9574,2024-06-09,Mumbai,MUM-02,ChargeGrid,Standard,23.84,58.3,286.08
9575,2024-06-09,Mumbai,MUM-02,VoltNow,Standard,15.89,61.4,190.68
9576,2024-06-09,Mumbai,MUM-02,ChargeGrid,Standard,26.35,97.2,316.2
9577,2024-06-09,Mumbai,MUM-03,VoltNow,Fast,13.46,50.1,296.12
9578,2024-06-09,Mumbai,MUM-03,VoltNow,Fast,32.72,26.2,719.84
9579,2024-06-09,Mumbai,MUM-03,VoltNow,Fast,27.57,80.4,606.54
9580,2024-06-09,Mumbai,MUM-03,VoltNow,Standard,24.65,62.0,295.8
9581,2024-06-09,Mumbai,MUM-03,ChargeGrid,Fast,29.62,102.1,651.64
9582,2024-06-09,Hyderabad,HYD-01,VoltNow,Fast,12.12,119.7,266.64
9583,2024-06-09,Hyderabad,HYD-01,ChargeGrid,Standard,14.16,75.7,169.92
9584,2024-06-09,Hyderabad,HYD-01,ChargeGrid,Standard,19.32,51.2,231.84
9585,2024-06-09,Hyderabad,HYD-01,VoltNow,Fast,17.3,26.0,380.6
9586,2024-06-09,Hyderabad,HYD-01,ChargeGrid,Fast,7.37,103.1,162.14
9587,2024-06-09,Hyderabad,HYD-01,ChargeGrid,Standard,21.52,106.0,258.24
9588,2024-06-09,Hyderabad,HYD-01,ChargeGrid,Fast,11.89,52.3,261.58
9589,2024-06-09,Hyderabad,HYD-02,VoltNow,Fast,9.7,76.3,213.4
9590,2024-06-09,Hyderabad,HYD-02,VoltNow,Fast,6.04,115.2,132.88
9591,2024-06-09,Hyderabad,HYD-02,ChargeGrid,Standard,34.67,26.9,416.04
9592,2024-06-09,Hyderabad,HYD-02,VoltNow,Fast,8.23,83.8,181.06
9593,2024-06-10,Bengaluru,BLR-01,ChargeGrid,Fast,15.56,71.8,342.32
9594,2024-06-10,Bengaluru,BLR-01,ChargeGrid,Fast,8.48,32.8,186.56
9595,2024-06-10,Bengaluru,BLR-01,VoltNow,Standard,13.17,51.9,158.04
9596,2024-06-10,Bengaluru,BLR-01,ChargeGrid,Fast,10.25,40.2,225.5
9597,2024-06-10,Bengaluru,BLR-01,ChargeGrid,Fast,30.39,34.7,668.58
9598,2024-06-10,Bengaluru,BLR-01,ChargeGrid,Fast,22.54,42.0,495.88
9599,2024-06-10,Bengaluru,BLR-01,VoltNow,Fast,31.43,49.1,691.46
9600,2024-06-10,Bengaluru,BLR-02,ChargeGrid,Fast,31.51,24.7,693.22
9601,2024-06-10,Bengaluru,BLR-02,VoltNow,Fast,20.31,31.3,446.82
9602,2024-06-10,Bengaluru,BLR-02,ChargeGrid,Fast,7.87,84.5,173.14
9603,2024-06-10,Bengaluru,BLR-02,VoltNow,Fast,22.94,63.9,504.68
9604,2024-06-10,Bengaluru,BLR-02,VoltNow,Fast,16.2,80.0,356.4
9605,2024-06-10,Bengaluru,BLR-03,ChargeGrid,Fast,18.44,71.2,405.68
9606,2024-06-10,Bengaluru,BLR-03,ChargeGrid,Fast,31.48,25.1,692.56
9607,2024-06-10,Bengaluru,BLR-03,VoltNow,Standard,27.64,57.5,331.68
9608,2024-06-10,Delhi,DEL-01,ChargeGrid,Standard,26.89,96.9,322.68
9609,2024-06-10,Delhi,DEL-01,ChargeGrid,Fast,8.08,24.9,177.76
9610,2024-06-10,Delhi,DEL-01,VoltNow,Standard,15.57,105.2,186.84
9611,2024-06-10,Delhi,DEL-01,ChargeGrid,Standard,12.47,101.0,149.64
9612,2024-06-10,Delhi,DEL-01,ChargeGrid,Standard,13.51,93.0,162.12
9613,2024-06-10,Delhi,DEL-01,ChargeGrid,Fast,25.73,115.4,566.06
9614,2024-06-10,Delhi,DEL-01,ChargeGrid,Fast,30.07,115.1,661.54
9615,2024-06-10,Delhi,DEL-01,ChargeGrid,Standard,17.95,98.7,215.4
9616,2024-06-10,Delhi,DEL-02,VoltNow,Standard,10.56,59.4,126.72
9617,2024-06-10,Delhi,DEL-02,VoltNow,Fast,10.77,76.4,236.94
9618,2024-06-10,Delhi,DEL-02,VoltNow,Standard,23.64,75.0,283.68
9619,2024-06-10,Delhi,DEL-02,ChargeGrid,Fast,6.01,37.3,132.22
9620,2024-06-10,Delhi,DEL-02,VoltNow,Fast,20.49,95.3,450.78
9621,2024-06-10,Mumbai,MUM-01,ChargeGrid,Fast,9.06,27.6,199.32
9622,2024-06-10,Mumbai,MUM-01,VoltNow,Standard,28.27,34.9,339.24
9623,2024-06-10,Mumbai,MUM-01,VoltNow,Fast,13.81,26.3,303.82
9624,2024-06-10,Mumbai,MUM-01,VoltNow,Fast,31.08,76.0,683.76
9625,2024-06-10,Mumbai,MUM-01,VoltNow,Fast,7.61,106.2,167.42
9626,2024-06-10,Mumbai,MUM-02,VoltNow,Standard,32.28,41.9,387.36
9627,2024-06-10,Mumbai,MUM-02,VoltNow,Standard,9.49,39.1,113.88
